PROVINSI;KABUPATEN;KECAMATAN;KODE;KELURAHAN;YANG ADA;YANG LAPOR;PERSENTASE LAPOR;MATERI PKBR;MATERI LAINNYA;JUMLAH PERTEMUAN;JUMLAH REMAJA HADIR DALAM PERTEMUAN;JUMLAH PERTEMUAN MATERI PKBR OLEH PIK REMAJA;BULAN
SULAWESI BARAT;MAMUJU;SIMBORO;2005;SUMARE;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMUJU;SIMBORO;2007;BOTTENG UTARA;1;1;100.00;1;0;1;21;1;AGUSTUS
SULAWESI BARAT;MAMUJU;SIMBORO;2008;TAPANDULLU;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMUJU;SIMBORO;2009;PATI'DI;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;2001;DUNGKAIT;2;2;100.00;2;0;2;50;2;AGUSTUS
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;2002;LEBANI;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;2003;LABUANG RANO;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;2004;PASABU;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;2005;TANETE PAO;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;2006;PANGASAAN;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;2007;AHU;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;1005;AMASSANGAN;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2001;TONYAMAN;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2002;KUAJANG;3;3;100.00;3;0;3;135;3;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2003;PAKU;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2004;MIRRING;1;1;100.00;1;0;1;20;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2006;BATETANGNGA;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2007;MAMMI;1;1;100.00;1;0;1;35;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2008;KALEOK;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2009;AMOLA;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2010;REA;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;PASANGKAYU;SARUDU;2001;SARUDU;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;PASANGKAYU;SARUDU;2003;BULU MARIO;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;PASANGKAYU;SARUDU;2005;KUMASARI;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;PASANGKAYU;SARUDU;2011;PATIKA;1;1;100.00;1;0;1;15;1;AGUSTUS
SULAWESI BARAT;PASANGKAYU;SARUDU;2012;DODA;1;1;100.00;1;0;1;29;1;AGUSTUS
SULAWESI BARAT;MAMASA;ARALLE;1001;ARALLE;1;1;100.00;1;0;1;10;1;AGUSTUS
SULAWESI BARAT;MAMASA;ARALLE;2003;RALLE ANAK;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;ARALLE;2004;PANETEAN;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;ARALLE;2005;UHAILANU;1;1;100.00;1;0;1;6;1;AGUSTUS
SULAWESI BARAT;MAMASA;ARALLE;2007;ARALLE UTARA;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;ARALLE;2009;UHAIDAHO;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;ARALLE;2010;BARURU;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;ARALLE;2015;RALLEANAK UTARA;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;ARALLE;2016;PAMOSEANG PANGGA;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;ARALLE;2017;KALABE;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;ARALLE;2018;ARALLE SELATAN;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;ARALLE;2019;HAHANGAN;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;MAMASA;1001;MAMASA;2;2;100.00;1;1;2;70;1;AGUSTUS
SULAWESI BARAT;MAMASA;MAMASA;2002;RAMBUSARATU;1;1;100.00;1;0;1;15;1;AGUSTUS
SULAWESI BARAT;MAMASA;MAMASA;2003;OSANGO;1;1;100.00;1;0;1;15;1;AGUSTUS
SULAWESI BARAT;MAMASA;MAMASA;2004;LAMBANAN;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;MAMASA;2005;LEMBANA SALULO;1;1;100.00;1;0;1;16;1;AGUSTUS
SULAWESI BARAT;MAMASA;MAMASA;2006;TAUPE;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;MAMASA;2007;BUNTU BUDA;1;1;100.00;1;0;1;24;1;AGUSTUS
SULAWESI BARAT;MAMASA;MAMASA;2008;TONDOK BAKARU;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;MAMASA;2009;PEBASSIAN;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMASA;MAMASA;2010;MAMBULILING;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;MAMASA;2011;BOMBONG LAMBE;1;1;100.00;1;0;1;26;1;AGUSTUS
SULAWESI BARAT;MAMASA;MAMASA;2012;BUBUN BATU;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;1001;LIMBORO;1;1;100.00;0;1;1;25;0;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2002;LEMBANG LEMBANG;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2003;TANDASURA;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2004;SAMASUNDU;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2005;NAPO;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2006;TODANG TODANG;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2007;PENDULANGAN;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2008;RENGGEANG;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2009;SALARRI;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2010;TANGAN BARU;1;1;100.00;1;0;1;30;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2011;PALECE;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;1001;PAPPANG;1;1;100.00;1;0;1;30;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2002;LALIKO;2;2;100.00;2;0;2;62;2;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2003;BONDE;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2004;KATUMBANGAN LEMO;2;2;100.00;0;2;2;50;0;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2005;PANYAMPA;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2006;SURUANG;1;1;100.00;1;0;1;15;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2007;LAMPOKO;1;1;100.00;1;0;1;15;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2008;KATUMBANGAN;1;1;100.00;1;0;1;15;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2009;LAPEO;2;2;100.00;0;2;2;50;0;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2010;PARAPPE;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2011;ONGKO;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2012;KENJE;2;2;100.00;2;0;2;60;2;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2013;SUMARRANG;2;2;100.00;2;0;2;60;2;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2014;BOTTO;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2015;GATTUNGAN;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2016;PADANG TIMUR;1;1;100.00;1;0;1;35;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2017;PADANG;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2018;LAGI-AGI;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMASA;PANA;1001;PANA;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;PANA;2003;MANIPI;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;PANA;2005;MAMULLU;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;PANA;2006;SAPAN;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;PANA;2009;DATUBARINGAN;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;PANA;2010;PANURA;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;PANA;2011;TALLANG BULAWAN;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;PANA;2012;KARAKA;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;PANA;2013;ULUSALU;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;PANA;2014;WERI;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;PANA;2015;SALUTAMBUN;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;PANA;2016;SALOAN;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;PANA;2017;ULUSALU INDAH;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;PASANGKAYU;LARIANG;2001;PARABU;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;PASANGKAYU;LARIANG;2002;KENANGAN;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;PASANGKAYU;LARIANG;2003;BAJAWALI;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;PASANGKAYU;LARIANG;2004;SINGGANI;1;1;100.00;1;0;1;15;1;AGUSTUS
SULAWESI BARAT;PASANGKAYU;LARIANG;2005;KULU;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;PASANGKAYU;LARIANG;2006;BATU MATORU;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;PASANGKAYU;LARIANG;2007;BAMBAKORO;1;1;100.00;1;0;1;15;1;AGUSTUS
SULAWESI BARAT;MAMASA;TABULAHAN;1001;LAKAHANG;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMASA;TABULAHAN;2002;PERIANGAN;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMASA;TABULAHAN;2003;MALATIRO;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMASA;TABULAHAN;2004;TABULAHAN;1;1;100.00;1;0;1;35;1;AGUSTUS
SULAWESI BARAT;MAMASA;TABULAHAN;2005;SALULEANG;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;TABULAHAN;2007;TAMPAK KURRA;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;TABULAHAN;2008;GANDANG DEWATA;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;TABULAHAN;2009;BURANA;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;TABULAHAN;2010;SALUBAKKA;1;1;100.00;1;0;1;35;1;AGUSTUS
SULAWESI BARAT;MAMASA;TABULAHAN;2011;PANGANDARAN;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;TABULAHAN;2012;TALOPAK;1;1;100.00;1;0;1;39;1;AGUSTUS
SULAWESI BARAT;MAMASA;TABULAHAN;2013;PEU';1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMASA;TABULAHAN;2014;TIMORO;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMASA;TABULAHAN;2015;LAKAHANG UTAMA;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2001;SALUMOKANAN;1;1;100.00;1;0;1;14;1;AGUSTUS
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2003;SALUMOKANAN BARAT;1;1;100.00;1;0;1;20;1;AGUSTUS
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2004;BUANGIN;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2005;BAMBANG BUDA;1;1;100.00;1;0;1;14;1;AGUSTUS
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2006;LEKO;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2007;KIRAK;1;1;100.00;1;0;1;9;1;AGUSTUS
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2008;SALUMOKANAN UTARA;1;1;100.00;1;0;1;14;1;AGUSTUS
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2009;SAMPALE;1;1;100.00;1;0;1;13;1;AGUSTUS
SULAWESI BARAT;MAMASA;SUMARORONG;1001;SUMARORONG;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMASA;SUMARORONG;1002;TABONE;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;SUMARORONG;2003;BATANG URU;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMASA;SUMARORONG;2004;SASAKAN;1;1;100.00;1;0;1;34;1;AGUSTUS
SULAWESI BARAT;MAMASA;SUMARORONG;2005;TADISI;1;1;100.00;1;0;1;16;1;AGUSTUS
SULAWESI BARAT;MAMASA;SUMARORONG;2006;SIBANAWA;1;1;100.00;1;0;1;10;1;AGUSTUS
SULAWESI BARAT;MAMASA;SUMARORONG;2007;BATANGNGURU TIMUR;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMASA;SUMARORONG;2008;SALUBALO;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMASA;SUMARORONG;2009;BANEA;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;SUMARORONG;2010;RANTE KAMASE;1;1;100.00;1;0;1;42;1;AGUSTUS
SULAWESI BARAT;MAMASA;SESENAPADANG;2002;OROBUA;2;2;100.00;2;0;2;40;2;AGUSTUS
SULAWESI BARAT;MAMASA;SESENAPADANG;2003;PALADAN;1;1;100.00;1;0;1;16;1;AGUSTUS
SULAWESI BARAT;MAMASA;SESENAPADANG;2004;OROBUA TIMUR;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;SESENAPADANG;2006;RANTE PUANG;1;1;100.00;1;0;1;20;1;AGUSTUS
SULAWESI BARAT;MAMASA;SESENAPADANG;2007;SATENETEAN;1;1;100.00;1;0;1;12;1;AGUSTUS
SULAWESI BARAT;MAMASA;SESENAPADANG;2008;LISUAN ADA;1;1;100.00;1;0;1;10;1;AGUSTUS
SULAWESI BARAT;MAMASA;SESENAPADANG;2010;OROBUA SELATAN;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;SESENAPADANG;2012;MALANGKENA PADANG;1;1;100.00;1;0;1;20;1;AGUSTUS
SULAWESI BARAT;MAMASA;SESENAPADANG;2013;MALIMBONG;1;1;100.00;1;0;1;3;1;AGUSTUS
SULAWESI BARAT;MAMASA;SESENAPADANG;2014;MARAMPAN OROBUA;1;1;100.00;1;0;1;12;1;AGUSTUS
SULAWESI BARAT;PASANGKAYU;SARJO;2001;SARJO;1;1;100.00;1;0;1;20;1;AGUSTUS
SULAWESI BARAT;PASANGKAYU;SARJO;2002;MAPONU;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;PASANGKAYU;SARJO;2003;LETAWA;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;PASANGKAYU;SARJO;2004;SARUDE;1;1;100.00;1;0;1;20;1;AGUSTUS
SULAWESI BARAT;MAMASA;MESSAWA;1001;MESSAWA;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMASA;MESSAWA;2002;RIPPUNG;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;MESSAWA;2003;MAKUANG;1;1;100.00;1;0;1;20;1;AGUSTUS
SULAWESI BARAT;MAMASA;MESSAWA;2004;SEPANG;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMASA;MESSAWA;2005;MALIMBONG;1;1;100.00;1;0;1;18;1;AGUSTUS
SULAWESI BARAT;MAMASA;MESSAWA;2006;MATANDE;1;1;100.00;1;0;1;34;1;AGUSTUS
SULAWESI BARAT;MAMASA;MESSAWA;2007;SIPAI;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;MESSAWA;2008;PASMA MAMBU;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMASA;MESSAWA;2009;TANETE BATU;1;1;100.00;1;0;1;31;1;AGUSTUS
SULAWESI BARAT;MAMUJU;TOMMO;2001;TOMMO;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMUJU;TOMMO;2002;CAMPALOGA;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMUJU;TOMMO;2003;BUANA SAKTI;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMUJU;TOMMO;2004;TAMEMONGGA;1;1;100.00;1;0;1;26;1;AGUSTUS
SULAWESI BARAT;MAMUJU;TOMMO;2005;TAMEJARRA;1;1;100.00;1;0;1;13;1;AGUSTUS
SULAWESI BARAT;MAMUJU;TOMMO;2006;RANTEMARIO;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMUJU;TOMMO;2007;MALINO;1;1;100.00;1;0;1;16;1;AGUSTUS
SULAWESI BARAT;MAMUJU;TOMMO;2008;KAKULLASANG;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMUJU;TOMMO;2009;LELING;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMUJU;TOMMO;2010;KALEPU;1;1;100.00;1;0;1;10;1;AGUSTUS
SULAWESI BARAT;MAMUJU;TOMMO;2011;SANDANA;1;1;100.00;1;0;1;10;1;AGUSTUS
SULAWESI BARAT;MAMUJU;TOMMO;2012;LELING BARAT;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMUJU;TOMMO;2013;LELING UTARA;1;1;100.00;1;0;1;23;1;AGUSTUS
SULAWESI BARAT;MAMUJU;TOMMO;2014;SALUDENGEN;1;1;100.00;1;0;1;0;1;AGUSTUS
SULAWESI BARAT;PASANGKAYU;PASANGKAYU;1001;PASANGKAYU;5;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;PASANGKAYU;PASANGKAYU;1002;MARTAJAYA;1;1;100.00;1;0;1;30;1;AGUSTUS
SULAWESI BARAT;PASANGKAYU;PASANGKAYU;2010;PAKAVA;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;PASANGKAYU;PASANGKAYU;2014;KARYA BERSAMA;1;1;100.00;1;0;1;30;1;AGUSTUS
SULAWESI BARAT;PASANGKAYU;PASANGKAYU;2015;AKO;1;1;100.00;1;0;1;20;1;AGUSTUS
SULAWESI BARAT;PASANGKAYU;PASANGKAYU;2016;GUNUNG SARI;1;1;100.00;1;0;1;15;1;AGUSTUS
SULAWESI BARAT;MAJENE;BANGGAE;1001;BANGGAE;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAJENE;BANGGAE;1003;BARU;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAJENE;BANGGAE;1007;PANGALI ALI;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAJENE;BANGGAE;1009;TOTOLI;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAJENE;BANGGAE;1010;RANGAS;1;1;100.00;1;0;1;40;1;AGUSTUS
SULAWESI BARAT;MAJENE;BANGGAE;1013;GALUNG;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAJENE;BANGGAE;2011;PALIPI SOREANG;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAJENE;BANGGAE;2012;PAMBOBORANG;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAJENE;ULUMANDA;2001;KABIRAAN;1;1;100.00;1;0;1;17;1;AGUSTUS
SULAWESI BARAT;MAJENE;ULUMANDA;2002;SAMBABO;1;1;100.00;1;0;1;20;1;AGUSTUS
SULAWESI BARAT;MAJENE;ULUMANDA;2003;TANDEALLO;1;1;100.00;1;0;1;20;1;AGUSTUS
SULAWESI BARAT;MAJENE;ULUMANDA;2004;ULUMANDA;1;1;100.00;1;0;1;32;1;AGUSTUS
SULAWESI BARAT;MAJENE;ULUMANDA;2005;SALUTAMBUNG;1;1;100.00;1;0;1;26;1;AGUSTUS
SULAWESI BARAT;MAJENE;ULUMANDA;2006;POPENGA;1;1;100.00;1;0;1;35;1;AGUSTUS
SULAWESI BARAT;MAJENE;ULUMANDA;2007;SULAI;1;1;100.00;1;0;1;24;1;AGUSTUS
SULAWESI BARAT;MAJENE;ULUMANDA;2008;PANGGALO;1;1;100.00;1;0;1;20;1;AGUSTUS
SULAWESI BARAT;MAMASA;TAWALIAN;1001;TAWALIAN;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;TAWALIAN;2002;TAWALIAN TIMUR;1;1;100.00;1;0;1;29;1;AGUSTUS
SULAWESI BARAT;MAMASA;TAWALIAN;2003;KARIANGO;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;TAWALIAN;2004;RANTETANGNGA;2;2;100.00;2;0;2;53;2;AGUSTUS
SULAWESI BARAT;MAMASA;TANDUK KALUA;1011;MINAKE;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;TANDUK KALUA;2001;MALABO;1;1;100.00;1;0;1;5;1;AGUSTUS
SULAWESI BARAT;MAMASA;TANDUK KALUA;2005;SINDAGAMANIK;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;TANDUK KALUA;2006;PARONDOBULAWAN;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;TANDUK KALUA;2007;TAMALANTIK;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;TANDUK KALUA;2008;MANNABABA;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;TANDUK KALUA;2009;MESAKADA;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;TANDUK KALUA;2010;BALLABATU;1;1;100.00;1;0;1;0;1;AGUSTUS
SULAWESI BARAT;MAMASA;TANDUK KALUA;2012;PAMBE;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;TANDUK KALUA;2013;SALURANO;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;TANDUK KALUA;2014;TALIMBUNG;0;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMASA;TANDUK KALUA;2015;KANAN;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2001;POLO PANGALE;2;2;100.00;2;0;2;26;2;AGUSTUS
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2002;PANGALE;1;1;100.00;1;0;1;15;1;AGUSTUS
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2003;SARTANAMAJU;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2004;POLO LERENG;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2005;KUO;1;1;100.00;1;0;1;17;1;AGUSTUS
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2006;POLO CAMBA;1;0;0.00;0;0;0;0;0;AGUSTUS
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2007;LAMBA-LAMBA;1;1;100.00;1;0;1;13;1;AGUSTUS
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2008;KOMBILING;1;1;100.00;1;0;1;15;1;AGUSTUS
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2009;LEMO-LEMO;1;1;100.00;1;0;1;10;1;AGUSTUS
SULAWESI BARAT;PASANGKAYU;DURIPOKU;2001;TAMMARUNANG;1;1;100.00;1;0;1;29;1;AGUSTUS
SULAWESI BARAT;PASANGKAYU;DURIPOKU;2002;SAPTANAJAYA;1;1;100.00;1;0;1;25;1;AGUSTUS
SULAWESI BARAT;PASANGKAYU;DURIPOKU;2003;TARANGGI;1;1;100.00;1;0;1;27;1;AGUSTUS
