PROVINSI;KABUPATEN;KECAMATAN;KELURAHAN;JUMLAH SASARAN;JUMLAH DITIMBANG;BULAN
SULAWESI BARAT;MAMUJU;KALUMPANG;SALUMAKKI;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;KALUMPANG;POLIO;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;KALUMPANG;LIMBONG;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;KALUMPANG;SANDAPANG;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;KALUMPANG;KONDO BULO;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;KALUMPANG;MAKKALIKI;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;KALUMPANG;BATU MAKKADA;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;KALUMPANG;LASA';;;SEPTEMBER
SULAWESI BARAT;MAMUJU;PAPALANG;TOABO;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;PAPALANG;PAPALANG;465;419;SEPTEMBER
SULAWESI BARAT;MAMUJU;PAPALANG;BONDA;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;PAPALANG;TOPORE;219;203;SEPTEMBER
SULAWESI BARAT;MAMUJU;PAPALANG;SALUKAYU;169;159;SEPTEMBER
SULAWESI BARAT;MAMUJU;PAPALANG;SUKADAMAI;48;48;SEPTEMBER
SULAWESI BARAT;MAMUJU;PAPALANG;BODA-BODA;118;110;SEPTEMBER
SULAWESI BARAT;MAMUJU;PAPALANG;SISANGO;56;52;SEPTEMBER
SULAWESI BARAT;MAMUJU;PAPALANG;BATU AMPA;141;140;SEPTEMBER
SULAWESI BARAT;MAMUJU;SAMPAGA;BUNDE;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;SAMPAGA;KALONDING;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;SAMPAGA;TARAILU;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;SAMPAGA;SAMPAGA;119;104;SEPTEMBER
SULAWESI BARAT;MAMUJU;SAMPAGA;TANAMBUAH;43;42;SEPTEMBER
SULAWESI BARAT;MAMUJU;SAMPAGA;SALUBARANA;57;57;SEPTEMBER
SULAWESI BARAT;MAMUJU;SAMPAGA;LOSSO;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;TOMMO;TOMMO;201;161;SEPTEMBER
SULAWESI BARAT;MAMUJU;TOMMO;CAMPALOGA;265;185;SEPTEMBER
SULAWESI BARAT;MAMUJU;TOMMO;BUANA SAKTI;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;TOMMO;TAMEMONGGA;114;108;SEPTEMBER
SULAWESI BARAT;MAMUJU;TOMMO;TAMEJARRA;148;127;SEPTEMBER
SULAWESI BARAT;MAMUJU;TOMMO;RANTEMARIO;104;101;SEPTEMBER
SULAWESI BARAT;MAMUJU;TOMMO;MALINO;63;56;SEPTEMBER
SULAWESI BARAT;MAMUJU;TOMMO;KAKULLASANG;211;166;SEPTEMBER
SULAWESI BARAT;MAMUJU;TOMMO;LELING;94;78;SEPTEMBER
SULAWESI BARAT;MAMUJU;TOMMO;KALEPU;69;67;SEPTEMBER
SULAWESI BARAT;MAMUJU;TOMMO;SANDANA;105;87;SEPTEMBER
SULAWESI BARAT;MAMUJU;TOMMO;LELING BARAT;156;116;SEPTEMBER
SULAWESI BARAT;MAMUJU;TOMMO;LELING UTARA;88;71;SEPTEMBER
SULAWESI BARAT;MAMUJU;TOMMO;SALUDENGEN;98;95;SEPTEMBER
SULAWESI BARAT;MAMUJU;SIMBORO;SIMBORO;1592;324;SEPTEMBER
SULAWESI BARAT;MAMUJU;SIMBORO;RANGAS;640;276;SEPTEMBER
SULAWESI BARAT;MAMUJU;SIMBORO;BOTTENG;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;SIMBORO;SALETTO;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;SIMBORO;SUMARE;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;SIMBORO;BOTTENG UTARA;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;SIMBORO;TAPANDULLU;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;SIMBORO;PATI'DI;157;99;SEPTEMBER
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;DUNGKAIT;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;LEBANI;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;LABUANG RANO;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;PASABU;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;TANETE PAO;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;PANGASAAN;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;AHU;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;BONEHAU;BONEHAU;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;BONEHAU;SALUTIWO;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;BONEHAU;BUTTUADA;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;BONEHAU;TAMALEA;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;BONEHAU;LUMIKA;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;BONEHAU;MAPPU;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;BONEHAU;BANUADA;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;BONEHAU;HINUA;43;41;SEPTEMBER
SULAWESI BARAT;MAMUJU;BONEHAU;KINATANG;49;44;SEPTEMBER
SULAWESI BARAT;MAMUJU;KEP. BALA BALAKANG;BALA BALAKANG;;;SEPTEMBER
SULAWESI BARAT;MAMUJU;KEP. BALA BALAKANG;BALA-BALAKANG TIMUR;;;SEPTEMBER
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;MAHAHE;224;204;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;SALOBAJA;162;162;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;TOBADAK;700;379;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;PALONGAAN;182;182;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;BATU PARIGI;371;318;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;BAMBADARU;108;108;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;SEJATI;72;69;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;SALOADAK;139;135;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;POLO PANGALE;166;155;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;PANGALE;146;105;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;SARTANAMAJU;88;88;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;POLO LERENG;146;146;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;KUO;226;182;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;POLO CAMBA;81;81;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;LAMBA-LAMBA;103;103;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;KOMBILING;209;209;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;LEMO-LEMO;78;70;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;BABANA;636;500;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;LUMU;210;210;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;PONTANAKAYANG;293;247;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;SALOGATTA;294;294;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;KIRE;215;215;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;TINALI;129;129;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;SALUMANURUNG;148;121;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;PASAPA;117;106;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;BOJO;143;123;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;BARAKKANG;177;175;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;LEMBAH HADA;43;38;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;BUDONG-BUDONG;205;184;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TOPOYO;715;715;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TUMBU;270;212;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;KABUBU;177;177;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;WAEPUTEH;131;131;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TANGKOU;65;65;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TABOLANG;306;300;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;PARAILI;141;55;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SALUPANGKANG;154;149;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SALUPANGKANG IV;36;36;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TAPPILINA;81;80;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;BAMBAMANURUNG;87;58;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SALULEKBO;212;212;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;PANGALLOANG;134;134;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SINABATTA;123;83;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KAROSSA;555;415;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;TASOKKO;466;354;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;LARA;180;169;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KADAILA;152;135;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KAYU CALLA;59;52;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;LEMBAH HOPO;126;121;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;BENGGAULU;184;147;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;SUKA MAJU;139;138;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KAMBUNONG;269;233;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;SALUBIRO;133;105;OKTOBER
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;SANJANGO;149;138;OKTOBER
SULAWESI BARAT;PASANGKAYU;BAMBAIRA;TAMPAURE;139;137;OKTOBER
SULAWESI BARAT;PASANGKAYU;BAMBAIRA;BAMBAIRA;235;233;OKTOBER
SULAWESI BARAT;PASANGKAYU;BAMBAIRA;KASOLOANG;145;145;OKTOBER
SULAWESI BARAT;PASANGKAYU;BAMBAIRA;KALUKU NANGKA;262;262;OKTOBER
SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;RANDOMAYANG;327;288;OKTOBER
SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;BAMBALAMOTU;306;282;OKTOBER
SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;POLEWALI;340;319;OKTOBER
SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;PANGIANG;189;180;OKTOBER
SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;KALOLA;373;343;OKTOBER
SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;WULAI;217;198;OKTOBER
SULAWESI BARAT;PASANGKAYU;BARAS;BARAS;164;104;OKTOBER
SULAWESI BARAT;PASANGKAYU;BARAS;BULU PARIGI;178;166;OKTOBER
SULAWESI BARAT;PASANGKAYU;BARAS;BALANTI;190;173;OKTOBER
SULAWESI BARAT;PASANGKAYU;BARAS;MOTU;452;364;OKTOBER
SULAWESI BARAT;PASANGKAYU;BARAS;TOWONI;102;99;OKTOBER
SULAWESI BARAT;PASANGKAYU;BARAS;KASANO;352;287;OKTOBER
SULAWESI BARAT;PASANGKAYU;BULU TABA;SUMBER SARI;23;22;OKTOBER
SULAWESI BARAT;PASANGKAYU;BULU TABA;LELEJAE;106;59;OKTOBER
SULAWESI BARAT;PASANGKAYU;BULU TABA;BUKIT HARAPAN;109;95;OKTOBER
SULAWESI BARAT;PASANGKAYU;BULU TABA;LILIMORI;281;141;OKTOBER
SULAWESI BARAT;PASANGKAYU;BULU TABA;KARAVE;198;120;OKTOBER
SULAWESI BARAT;PASANGKAYU;BULU TABA;KASTABUANA;126;85;OKTOBER
SULAWESI BARAT;PASANGKAYU;BULU TABA;OMPI;63;55;OKTOBER
SULAWESI BARAT;PASANGKAYU;DAPURANG;DAPURANG;434;417;OKTOBER
SULAWESI BARAT;PASANGKAYU;DAPURANG;BENGGAULU;310;299;OKTOBER
SULAWESI BARAT;PASANGKAYU;DAPURANG;TIRTABUANA;89;88;OKTOBER
SULAWESI BARAT;PASANGKAYU;DAPURANG;BULU BONGGU;188;186;OKTOBER
SULAWESI BARAT;PASANGKAYU;DAPURANG;SARASA;207;203;OKTOBER
SULAWESI BARAT;PASANGKAYU;DURIPOKU;TAMMARUNANG;227;208;OKTOBER
SULAWESI BARAT;PASANGKAYU;DURIPOKU;SAPTANAJAYA;127;77;OKTOBER
SULAWESI BARAT;PASANGKAYU;DURIPOKU;TARANGGI;72;61;OKTOBER
SULAWESI BARAT;PASANGKAYU;DURIPOKU;SIPAKAINGA;54;45;OKTOBER
SULAWESI BARAT;PASANGKAYU;LARIANG;KULU;68;47;OKTOBER
SULAWESI BARAT;PASANGKAYU;LARIANG;PARABU;81;64;OKTOBER
SULAWESI BARAT;PASANGKAYU;LARIANG;KENANGAN;29;24;OKTOBER
SULAWESI BARAT;PASANGKAYU;LARIANG;BAJAWALI;64;53;OKTOBER
SULAWESI BARAT;PASANGKAYU;LARIANG;SINGGANI;113;98;OKTOBER
SULAWESI BARAT;PASANGKAYU;LARIANG;BATU MATORU;90;67;OKTOBER
SULAWESI BARAT;PASANGKAYU;LARIANG;BAMBAKORO;113;94;OKTOBER
SULAWESI BARAT;PASANGKAYU;PASANGKAYU;KARYA BERSAMA;278;266;OKTOBER
SULAWESI BARAT;PASANGKAYU;PASANGKAYU;AKO;271;241;OKTOBER
SULAWESI BARAT;PASANGKAYU;PASANGKAYU;PASANGKAYU;1029;775;OKTOBER
SULAWESI BARAT;PASANGKAYU;PASANGKAYU;MARTAJAYA;125;103;OKTOBER
SULAWESI BARAT;PASANGKAYU;PASANGKAYU;PAKAVA;172;140;OKTOBER
SULAWESI BARAT;PASANGKAYU;PASANGKAYU;GUNUNG SARI;327;287;OKTOBER
SULAWESI BARAT;PASANGKAYU;PEDONGGA;MALEI;142;111;OKTOBER
SULAWESI BARAT;PASANGKAYU;PEDONGGA;PEDANDA;96;87;OKTOBER
SULAWESI BARAT;PASANGKAYU;PEDONGGA;BATU OGE;85;55;OKTOBER
SULAWESI BARAT;PASANGKAYU;PEDONGGA;MARTASARI;337;283;OKTOBER
SULAWESI BARAT;PASANGKAYU;SARJO;SARJO;203;203;OKTOBER
SULAWESI BARAT;PASANGKAYU;SARJO;MAPONU;118;118;OKTOBER
SULAWESI BARAT;PASANGKAYU;SARJO;LETAWA;201;201;OKTOBER
SULAWESI BARAT;PASANGKAYU;SARJO;SARUDE;169;169;OKTOBER
SULAWESI BARAT;PASANGKAYU;SARUDU;DODA;206;160;OKTOBER
SULAWESI BARAT;PASANGKAYU;SARUDU;SARUDU;527;380;OKTOBER
SULAWESI BARAT;PASANGKAYU;SARUDU;BULU MARIO;339;282;OKTOBER
SULAWESI BARAT;PASANGKAYU;SARUDU;KUMASARI;175;170;OKTOBER
SULAWESI BARAT;PASANGKAYU;SARUDU;PATIKA;49;41;OKTOBER
SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;MAKMUR JAYA;329;279;OKTOBER
SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;LARIANG;312;263;OKTOBER
SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;TIKKE;241;201;OKTOBER
SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;PAJALELE;232;167;OKTOBER
SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;JENGENG RAYA;222;157;OKTOBER
SULAWESI BARAT;MAJENE;BANGGAE;BANGGAE;332;97;OKTOBER
SULAWESI BARAT;MAJENE;BANGGAE;BARU;406;284;OKTOBER
SULAWESI BARAT;MAJENE;BANGGAE;PANGALI ALI;817;430;OKTOBER
SULAWESI BARAT;MAJENE;BANGGAE;TOTOLI;405;275;OKTOBER
SULAWESI BARAT;MAJENE;BANGGAE;RANGAS;733;376;OKTOBER
SULAWESI BARAT;MAJENE;BANGGAE;GALUNG;257;154;OKTOBER
SULAWESI BARAT;MAJENE;BANGGAE;PALIPI SOREANG;226;215;OKTOBER
SULAWESI BARAT;MAJENE;BANGGAE;PAMBOBORANG;239;177;OKTOBER
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BAURUNG;514;464;OKTOBER
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BARUGA;150;100;OKTOBER
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BARUGA DHUA;140;122;OKTOBER
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;LABUANG;254;219;OKTOBER
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;TANDE;91;85;OKTOBER
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;LEMBANG;416;304;OKTOBER
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;LABUANG UTARA;389;276;OKTOBER
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;TANDE TIMUR;127;118;OKTOBER
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BUTTU BARUGA;92;92;OKTOBER
SULAWESI BARAT;MAJENE;MALUNDA;MALUNDA;;;OKTOBER
SULAWESI BARAT;MAJENE;MALUNDA;LAMUNGANG BATU;;;OKTOBER
SULAWESI BARAT;MAJENE;MALUNDA;BAMBANGAN;;;OKTOBER
SULAWESI BARAT;MAJENE;MALUNDA;LOMBANG;120;94;OKTOBER
SULAWESI BARAT;MAJENE;MALUNDA;LOMBONG;;;OKTOBER
SULAWESI BARAT;MAJENE;MALUNDA;MEKKATTA;;;OKTOBER
SULAWESI BARAT;MAJENE;MALUNDA;MALIAYA;;;OKTOBER
SULAWESI BARAT;MAJENE;MALUNDA;LOMBANG TIMUR;101;70;OKTOBER
SULAWESI BARAT;MAJENE;MALUNDA;SALUTAHONGAN;;;OKTOBER
SULAWESI BARAT;MAJENE;MALUNDA;LOMBONG TIMUR;101;97;OKTOBER
SULAWESI BARAT;MAJENE;MALUNDA;MEKKATTA SELATAN;;;OKTOBER
SULAWESI BARAT;MAJENE;MALUNDA;KAYUANGIN;;;OKTOBER
SULAWESI BARAT;MAJENE;PAMBOANG;LALAMPANUA;125;64;OKTOBER
SULAWESI BARAT;MAJENE;PAMBOANG;SIRINDU;123;80;OKTOBER
SULAWESI BARAT;MAJENE;PAMBOANG;ADOLANG;84;83;OKTOBER
SULAWESI BARAT;MAJENE;PAMBOANG;BABABULO;;;OKTOBER
SULAWESI BARAT;MAJENE;PAMBOANG;BONDE;259;222;OKTOBER
SULAWESI BARAT;MAJENE;PAMBOANG;BETTENG;128;113;OKTOBER
SULAWESI BARAT;MAJENE;PAMBOANG;SIMBANG;; ;OKTOBER
SULAWESI BARAT;MAJENE;PAMBOANG;BONDE UTARA;;;OKTOBER
SULAWESI BARAT;MAJENE;PAMBOANG;BABABULO UTARA;99;94;OKTOBER
SULAWESI BARAT;MAJENE;PAMBOANG;BUTTU PAMBOANG;104;92;OKTOBER
SULAWESI BARAT;MAJENE;PAMBOANG;BANUA ADOLANG;139;;OKTOBER
SULAWESI BARAT;MAJENE;PAMBOANG;ADOLANG DHUA;90;;OKTOBER
SULAWESI BARAT;MAJENE;PAMBOANG;TINAMBUNG;198;176;OKTOBER
SULAWESI BARAT;MAJENE;PAMBOANG;PESULOANG;108;95;OKTOBER
SULAWESI BARAT;MAJENE;PAMBOANG;BALOMBONG;133;114;OKTOBER
SULAWESI BARAT;MAJENE;SENDANA;MOSSO;385;192;OKTOBER
SULAWESI BARAT;MAJENE;SENDANA;MOSSO DHUA;;;OKTOBER
SULAWESI BARAT;MAJENE;SENDANA;TOTOLISI SENDANA;105;85;OKTOBER
SULAWESI BARAT;MAJENE;SENDANA;TALLUBANUA;284;186;OKTOBER
SULAWESI BARAT;MAJENE;SENDANA;LALATEDZONG;96;96;OKTOBER
SULAWESI BARAT;MAJENE;SENDANA;BINANGA;89;83;OKTOBER
SULAWESI BARAT;MAJENE;SENDANA;PUTTADA;97;97;OKTOBER
SULAWESI BARAT;MAJENE;SENDANA;PAMINGGALAN;53;48;OKTOBER
SULAWESI BARAT;MAJENE;SENDANA;LEPPANGANG;55;48;OKTOBER
SULAWESI BARAT;MAJENE;SENDANA;PUNDAU;88;83;OKTOBER
SULAWESI BARAT;MAJENE;SENDANA;SENDANA;;;OKTOBER
SULAWESI BARAT;MAJENE;SENDANA;BANUA SENDANA;111;80;OKTOBER
SULAWESI BARAT;MAJENE;SENDANA;TALLUBANUA UTARA;42;27;OKTOBER
SULAWESI BARAT;MAJENE;SENDANA;LIMBORO RAMBU-RAMBU;118;98;OKTOBER
SULAWESI BARAT;MAJENE;SENDANA;LIMBUA;164;118;OKTOBER
SULAWESI BARAT;MAJENE;SENDANA;BUKIT SAMANG;138;110;OKTOBER
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;SEPPONG;;;OKTOBER
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;TAMMERODO;;;OKTOBER
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;ULIDANG;;;OKTOBER
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;TALLAMBALAO;;;OKTOBER
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;TAMMERODO UTARA;;;OKTOBER
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;MANYAMBA;;;OKTOBER
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;AWO;;;OKTOBER
SULAWESI BARAT;MAJENE;TUBO SENDANA;ONANG;348;146;OKTOBER
SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO;;;OKTOBER
SULAWESI BARAT;MAJENE;TUBO SENDANA;ONANG UTARA;117;83;OKTOBER
SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO SELATAN;108;77;OKTOBER
SULAWESI BARAT;MAJENE;TUBO SENDANA;BONDE BONDE;;;OKTOBER
SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO TENGAH;;;OKTOBER
SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO POANG;;;OKTOBER
SULAWESI BARAT;MAJENE;ULUMANDA;KABIRAAN;;;OKTOBER
SULAWESI BARAT;MAJENE;ULUMANDA;SAMBABO;;;OKTOBER
SULAWESI BARAT;MAJENE;ULUMANDA;TANDEALLO;;;OKTOBER
SULAWESI BARAT;MAJENE;ULUMANDA;ULUMANDA;;;OKTOBER
SULAWESI BARAT;MAJENE;ULUMANDA;SALUTAMBUNG;;;OKTOBER
SULAWESI BARAT;MAJENE;ULUMANDA;POPENGA;;;OKTOBER
SULAWESI BARAT;MAJENE;ULUMANDA;SULAI;;;OKTOBER
SULAWESI BARAT;MAJENE;ULUMANDA;PANGGALO;;;OKTOBER
SULAWESI BARAT;MAMASA;ARALLE;ARALLE;;;OKTOBER
SULAWESI BARAT;MAMASA;ARALLE;RALLE ANAK;;;OKTOBER
SULAWESI BARAT;MAMASA;ARALLE;PANETEAN;;;OKTOBER
SULAWESI BARAT;MAMASA;ARALLE;UHAILANU;;;OKTOBER
SULAWESI BARAT;MAMASA;ARALLE;ARALLE UTARA;;;OKTOBER
SULAWESI BARAT;MAMASA;ARALLE;UHAIDAHO;;;OKTOBER
SULAWESI BARAT;MAMASA;ARALLE;BARURU;;;OKTOBER
SULAWESI BARAT;MAMASA;ARALLE;RALLEANAK UTARA;;;OKTOBER
SULAWESI BARAT;MAMASA;ARALLE;PAMOSEANG PANGGA;;;OKTOBER
SULAWESI BARAT;MAMASA;ARALLE;KALABE;;;OKTOBER
SULAWESI BARAT;MAMASA;ARALLE;ARALLE SELATAN;46;28;OKTOBER
SULAWESI BARAT;MAMASA;ARALLE;HAHANGAN;;;OKTOBER
SULAWESI BARAT;MAMASA;BALLA;BALLA;78;50;OKTOBER
SULAWESI BARAT;MAMASA;BALLA;BALLA BARAT;38;18;OKTOBER
SULAWESI BARAT;MAMASA;BALLA;BALLA SATANETEAN;78;41;OKTOBER
SULAWESI BARAT;MAMASA;BALLA;BALLA TUMUKA;46;25;OKTOBER
SULAWESI BARAT;MAMASA;BALLA;SEPAKUAN;61;27;OKTOBER
SULAWESI BARAT;MAMASA;BALLA;PIDARA;35;20;OKTOBER
SULAWESI BARAT;MAMASA;BALLA;BAMBAPUANG;36;30;OKTOBER
SULAWESI BARAT;MAMASA;BALLA;BALLA TIMUR;19;19;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;MOKALLANG;;;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;MASOSO;22;18;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;SALUASSING;71;62;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;SALUBULO;;;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;SALUKADI;49;26;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;SALUKEPOPOK;57;44;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;ULUMAMBI BARAT;;;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;LIMBADEBATA;65;32;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;TANETE TOMBA;30;21;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;BAMBANG;;;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;RANTELEMO;;;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;SALUDENGEN;;;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;ULUMAMBI;;;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;BAMBANG TIMUR;;;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;MINANGA;;;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;SIKAMASE;52;38;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;RANTETARIMA;10;10;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;SALURURU;;;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;SALUTABANG;;;OKTOBER
SULAWESI BARAT;MAMASA;BAMBANG;BALATANA;54;31;OKTOBER
SULAWESI BARAT;MAMASA;BUNTUMALANGKA;BUNTUMALANGKA;  ;;OKTOBER
SULAWESI BARAT;MAMASA;BUNTUMALANGKA;RANTEBERAN;;;OKTOBER
SULAWESI BARAT;MAMASA;BUNTUMALANGKA;KEBANGA;;;OKTOBER
SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALURINDU;;;OKTOBER
