;PROVINSI;KABUPATEN;KECAMATAN;KELURAHAN;JUMLAH BUMIL;BUMIL TERDAMPINGI;BUMIL TIDAK TERDAMPINGI;JUMLAH BUMIL >=32 MINGGU;BUMIL >=32 MINGGU MENDAPAT INFORMASI KONTRASEPSI;BUMIL >=32 MINGGU TIDAK MENDAPAT INFORMASI KONTRASEPSI;BUMIL >=32 MINGGU AKAN KBPP;BUMIL >=32 MINGGU MEMUTUSKAN TIDAK KBPP;MENDAPATKAN TTD;TIDAK MENDAPATKAN TTD;MENGKOMSUMSI TTD;TIDAK MENGKOMSUMSI TTD;KIE PERSEORANGAN;KIE KELOMPOK;KIE PERSEORANGAN DAN KELOMPOK;TIDAK MENDAPAT KIE;MENDAPAT FASILITASI RUJUKAN;TIDAK MENDAPAT FASILITASI RUJUKAN;MENDAPAT FASILITASI BANSOS;TIDAK MENDAPAT FASILITASI BANSOS;BULAN
602;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;PONTANAKAYANG;29;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
603;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;SALOGATTA;27;8;19;3;1;0;1;0;8;0;8;0;7;1;0;0;0;8;0;8;SEPTEMBER
604;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;KIRE;5;8;-3;8;6;0;6;0;8;0;8;0;8;0;0;0;0;8;3;5;SEPTEMBER
605;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;TINALI;19;11;8;5;4;0;4;0;11;0;11;0;11;0;0;0;11;0;1;10;SEPTEMBER
606;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;SALUMANURUNG;8;13;-5;9;3;0;3;0;13;0;13;0;13;0;0;0;13;0;0;13;SEPTEMBER
607;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;PASAPA;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
608;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;BOJO;18;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
609;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;BARAKKANG;13;1;12;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0;SEPTEMBER
610;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;LEMBAH HADA;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
611;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;BUDONG-BUDONG;12;14;-2;9;8;0;8;0;14;0;14;0;0;14;0;0;3;11;3;11;SEPTEMBER
612;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TOPOYO;28;1;27;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;SEPTEMBER
613;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TUMBU;11;22;-11;20;11;0;11;0;22;0;22;0;2;6;14;0;9;13;14;8;SEPTEMBER
614;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;KABUBU;23;19;4;9;5;0;5;0;19;0;19;0;1;0;18;0;2;17;1;18;SEPTEMBER
615;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;WAEPUTEH;13;3;10;1;1;0;1;0;3;0;3;0;3;0;0;0;1;2;1;2;SEPTEMBER
616;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TANGKOU;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
617;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TABOLANG;24;9;15;5;3;0;3;0;9;0;9;0;0;0;9;0;6;3;9;0;SEPTEMBER
618;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;PARAILI;10;1;9;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;SEPTEMBER
619;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SALUPANGKANG;9;4;5;4;4;0;4;0;4;0;4;0;4;0;0;0;1;3;1;3;SEPTEMBER
620;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SALUPANGKANG IV;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
621;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TAPPILINA;7;5;2;5;5;0;5;0;5;0;5;0;5;0;0;0;0;5;0;5;SEPTEMBER
622;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;BAMBAMANURUNG;9;3;6;2;2;0;2;0;3;0;3;0;1;0;2;0;3;0;1;2;SEPTEMBER
623;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SALULEKBO;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
624;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;PANGALLOANG;14;1;13;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;SEPTEMBER
625;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SINABATTA;7;6;1;3;1;0;0;1;6;0;6;0;6;0;0;0;6;0;3;3;SEPTEMBER
626;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KAROSSA;33;1;32;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;0;1;SEPTEMBER
627;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;TASOKKO;40;1;39;1;1;0;0;1;1;0;1;0;1;0;0;0;0;1;0;1;SEPTEMBER
628;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;LARA;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
629;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KADAILA;19;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
630;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KAYU CALLA;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
631;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;LEMBAH HOPO;4;17;-13;12;5;0;5;0;17;0;17;0;17;0;0;0;7;10;0;17;SEPTEMBER
632;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;BENGGAULU;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
633;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;SUKA MAJU;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
634;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KAMBUNONG;36;2;34;1;1;0;1;0;2;0;2;0;2;0;0;0;1;1;0;2;SEPTEMBER
635;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;SALUBIRO;16;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
636;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;SANJANGO;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
;SULAWESI BARAT;PASANGKAYU;BAMBAIRA;BAMBAIRA;30;49;-19;36;23;4;19;8;49;0;49;0;49;0;0;0;8;41;20;29;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BAMBAIRA;KASOLOANG;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BAMBAIRA;TAMPAURE;16;7;9;3;2;0;2;0;7;0;7;0;7;0;0;0;2;5;2;5;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BAMBAIRA;KALUKU NANGKA;26;34;-8;19;10;0;8;2;34;0;34;0;34;0;0;0;18;16;26;8;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;BAMBALAMOTU;21;7;14;0;0;0;0;0;7;0;7;0;7;0;0;0;0;7;2;5;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;POLEWALI;45;10;35;4;1;0;1;0;10;0;10;0;2;0;7;1;4;6;2;8;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;RANDOMAYANG;31;13;18;3;2;0;2;0;13;0;13;0;13;0;0;0;0;13;2;11;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;PANGIANG;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;KALOLA;33;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;WULAI;10;1;9;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;1;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BARAS;BARAS;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BARAS;BALANTI;25;12;13;1;1;0;1;0;11;1;11;1;12;0;0;0;0;12;1;11;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BARAS;MOTU;21;3;18;1;0;0;0;0;3;0;3;0;1;0;2;0;0;3;0;3;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BARAS;BULU PARIGI;10;2;8;0;0;0;0;0;2;0;2;0;1;1;0;0;0;2;0;2;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BARAS;TOWONI;7;3;4;1;1;0;1;0;3;0;3;0;3;0;0;0;0;3;0;3;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BARAS;KASANO;17;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BULU TABA;LILIMORI;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BULU TABA;KARAVE;13;2;11;1;1;0;0;1;2;0;2;0;2;0;0;0;0;2;0;2;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BULU TABA;BUKIT HARAPAN;13;2;11;0;0;0;0;0;2;0;2;0;2;0;0;0;0;2;2;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BULU TABA;KASTABUANA;14;7;7;3;2;0;2;0;7;0;7;0;7;0;0;0;3;4;6;1;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BULU TABA;SUMBER SARI;1;3;-2;2;2;0;2;0;3;0;3;0;3;0;0;0;0;3;0;3;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BULU TABA;LELEJAE;15;2;13;0;0;0;0;0;2;0;2;0;1;0;1;0;0;2;0;2;OKTOBER
;SULAWESI BARAT;PASANGKAYU;BULU TABA;OMPI;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;DAPURANG;DAPURANG;48;27;21;11;4;2;5;1;25;2;26;1;27;0;0;0;5;22;2;25;OKTOBER
;SULAWESI BARAT;PASANGKAYU;DAPURANG;BENGGAULU;37;43;-6;18;15;1;9;7;43;0;37;6;43;0;0;0;5;38;1;42;OKTOBER
;SULAWESI BARAT;PASANGKAYU;DAPURANG;TIRTABUANA;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;DAPURANG;BULU BONGGU;21;25;-4;14;4;1;5;0;25;0;25;0;25;0;0;0;0;25;0;25;OKTOBER
;SULAWESI BARAT;PASANGKAYU;DAPURANG;SARASA;27;31;-4;19;14;0;14;0;31;0;31;0;14;0;17;0;2;29;1;30;OKTOBER
;SULAWESI BARAT;PASANGKAYU;DURIPOKU;TAMMARUNANG;11;5;6;2;2;0;0;2;5;0;5;0;5;0;0;0;1;4;2;3;OKTOBER
;SULAWESI BARAT;PASANGKAYU;DURIPOKU;SAPTANAJAYA;6;3;3;2;2;0;2;0;3;0;3;0;3;0;0;0;0;3;0;3;OKTOBER
;SULAWESI BARAT;PASANGKAYU;DURIPOKU;TARANGGI;8;3;5;1;1;0;1;0;3;0;3;0;2;1;0;0;2;1;0;3;OKTOBER
;SULAWESI BARAT;PASANGKAYU;DURIPOKU;SIPAKAINGA;10;1;9;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;1;OKTOBER
;SULAWESI BARAT;PASANGKAYU;LARIANG;PARABU;8;11;-3;6;3;0;3;0;11;0;11;0;10;0;1;0;4;7;4;7;OKTOBER
;SULAWESI BARAT;PASANGKAYU;LARIANG;KENANGAN;2;4;-2;2;0;0;0;0;4;0;4;0;4;0;0;0;0;4;0;4;OKTOBER
;SULAWESI BARAT;PASANGKAYU;LARIANG;BAJAWALI;3;12;-9;9;2;0;2;0;12;0;12;0;9;1;0;2;1;11;1;11;OKTOBER
;SULAWESI BARAT;PASANGKAYU;LARIANG;SINGGANI;11;15;-4;11;5;0;5;0;15;0;15;0;13;0;2;0;14;1;3;12;OKTOBER
;SULAWESI BARAT;PASANGKAYU;LARIANG;KULU;7;11;-4;7;6;0;6;0;11;0;11;0;10;1;0;0;1;10;11;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;LARIANG;BATU MATORU;4;6;-2;4;3;0;1;2;6;0;6;0;6;0;0;0;6;0;0;6;OKTOBER
;SULAWESI BARAT;PASANGKAYU;LARIANG;BAMBAKORO;21;12;9;6;5;1;4;2;12;0;12;0;12;0;0;0;0;12;10;2;OKTOBER
;SULAWESI BARAT;PASANGKAYU;PASANGKAYU;PASANGKAYU;71;2;69;0;0;0;0;0;2;0;2;0;2;0;0;0;1;1;2;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;PASANGKAYU;MARTAJAYA;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;PASANGKAYU;PAKAVA;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;PASANGKAYU;KARYA BERSAMA;20;27;-7;15;13;0;10;3;27;0;27;0;19;0;8;0;14;13;9;18;OKTOBER
;SULAWESI BARAT;PASANGKAYU;PASANGKAYU;AKO;16;17;-1;13;6;1;5;2;17;0;17;0;17;0;0;0;2;15;2;15;OKTOBER
;SULAWESI BARAT;PASANGKAYU;PASANGKAYU;GUNUNG SARI;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;PEDONGGA;MALEI;11;14;-3;11;11;0;3;8;14;0;14;0;14;0;0;0;0;14;0;14;OKTOBER
;SULAWESI BARAT;PASANGKAYU;PEDONGGA;PEDANDA;11;10;1;4;0;0;0;0;10;0;10;0;10;0;0;0;5;5;0;10;OKTOBER
;SULAWESI BARAT;PASANGKAYU;PEDONGGA;BATU OGE;16;17;-1;10;9;0;5;4;17;0;17;0;17;0;0;0;7;10;0;17;OKTOBER
;SULAWESI BARAT;PASANGKAYU;PEDONGGA;MARTASARI;24;18;6;7;7;0;5;2;18;0;18;0;11;7;0;0;0;18;0;18;OKTOBER
;SULAWESI BARAT;PASANGKAYU;SARJO;SARJO;28;1;27;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;OKTOBER
;SULAWESI BARAT;PASANGKAYU;SARJO;MAPONU;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;SARJO;LETAWA;17;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;SARJO;SARUDE;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;SARUDU;SARUDU;66;14;52;7;7;0;7;0;14;0;14;0;14;0;0;0;14;0;14;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;SARUDU;BULU MARIO;36;42;-6;35;29;0;8;21;42;0;42;0;42;0;0;0;0;42;9;33;OKTOBER
;SULAWESI BARAT;PASANGKAYU;SARUDU;KUMASARI;17;12;5;2;1;0;0;1;12;0;12;0;11;0;1;0;2;10;0;12;OKTOBER
;SULAWESI BARAT;PASANGKAYU;SARUDU;PATIKA;4;6;-2;3;3;0;3;0;6;0;6;0;5;0;1;0;1;5;0;6;OKTOBER
;SULAWESI BARAT;PASANGKAYU;SARUDU;DODA;10;1;9;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;OKTOBER
;SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;TIKKE;17;18;-1;11;8;0;7;1;18;0;18;0;17;1;0;0;1;17;0;18;OKTOBER
;SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;MAKMUR JAYA;7;6;1;4;1;0;1;0;6;0;6;0;6;0;0;0;0;6;0;6;OKTOBER
;SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;LARIANG;16;23;-7;10;5;0;2;3;22;1;22;1;23;0;0;0;16;7;12;11;OKTOBER
;SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;PAJALELE;20;21;-1;14;12;0;7;5;21;0;21;0;21;0;0;0;0;21;0;21;OKTOBER
;SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;JENGENG RAYA;12;10;2;5;3;1;4;0;10;0;9;1;10;0;0;0;2;8;0;10;OKTOBER
;SULAWESI BARAT;MAMUJU;MAMUJU;BINANGA;16;4;12;3;2;0;1;1;4;0;4;0;4;0;0;0;0;4;0;4;OKTOBER
;SULAWESI BARAT;MAMUJU;MAMUJU;MAMUNYU;27;20;7;6;4;0;3;1;20;0;20;0;12;7;1;0;0;20;12;8;OKTOBER
;SULAWESI BARAT;MAMUJU;MAMUJU;KAREMA;45;14;31;9;7;0;7;0;13;1;13;1;4;2;8;0;2;12;4;10;OKTOBER
;SULAWESI BARAT;MAMUJU;MAMUJU;RIMUKU;27;33;-6;23;17;0;15;2;33;0;33;0;16;3;14;0;5;28;2;31;OKTOBER
;SULAWESI BARAT;MAMUJU;MAMUJU;BAMBU;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;MAMUJU;KARAMPUANG;21;6;15;2;2;0;2;0;6;0;6;0;6;0;0;0;2;4;5;1;OKTOBER
;SULAWESI BARAT;MAMUJU;MAMUJU;TADUI;38;45;-7;27;15;0;15;0;45;0;45;0;24;0;21;0;0;45;15;30;OKTOBER
;SULAWESI BARAT;MAMUJU;MAMUJU;BATU PANNU;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;TAPALANG;GALUNG;25;16;9;12;11;0;4;7;16;0;16;0;16;0;0;0;0;16;10;6;OKTOBER
;SULAWESI BARAT;MAMUJU;TAPALANG;KASAMBANG;10;20;-10;15;13;1;11;3;19;1;19;1;20;0;0;0;1;19;0;20;OKTOBER
;SULAWESI BARAT;MAMUJU;TAPALANG;DAYANGINNA;25;31;-6;18;12;0;6;6;29;2;29;2;31;0;0;0;1;30;0;31;OKTOBER
;SULAWESI BARAT;MAMUJU;TAPALANG;OROBATU;3;11;-8;11;10;0;8;2;11;0;11;0;11;0;0;0;2;9;10;1;OKTOBER
;SULAWESI BARAT;MAMUJU;TAPALANG;TAKANDEANG;22;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;TAPALANG;BELA;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;TAPALANG;TAAN;24;35;-11;21;14;0;14;0;35;0;35;0;33;1;1;0;15;20;17;18;OKTOBER
;SULAWESI BARAT;MAMUJU;TAPALANG;TAMPALANG;24;18;6;12;5;6;5;6;18;0;18;0;18;0;0;0;1;17;0;18;OKTOBER
;SULAWESI BARAT;MAMUJU;TAPALANG;RANTEDODA;24;37;-13;26;18;1;10;9;30;7;30;7;27;1;9;0;2;35;1;36;OKTOBER
;SULAWESI BARAT;MAMUJU;TAPALANG;KOPEANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUKKU;SINYONYOI;20;10;10;9;7;0;5;2;10;0;10;0;10;0;0;0;2;8;3;7;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUKKU;BEBANGA;62;9;53;4;3;0;1;2;9;0;9;0;4;4;1;0;5;4;0;9;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUKKU;KALUKKU;69;71;-2;55;34;0;33;1;70;1;70;1;68;1;2;0;10;61;24;47;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUKKU;SINYONYOI SELATAN;25;12;13;4;3;0;2;1;12;0;12;0;10;2;0;0;12;0;0;12;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUKKU;SONDOANG;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUKKU;BERU-BERU;68;74;-6;45;36;0;36;0;74;0;74;0;71;1;2;0;13;61;27;47;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUKKU;BELANG BELANG;44;86;-42;55;44;1;45;0;86;0;84;2;75;11;0;0;15;71;28;58;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUKKU;KABULOANG;25;26;-1;14;10;0;10;0;26;0;22;4;20;1;5;0;13;13;11;15;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUKKU;KEANG;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUKKU;POKKANG;19;20;-1;10;6;0;6;0;20;0;20;0;19;1;0;0;20;0;3;17;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUKKU;GULILING;13;18;-5;7;8;0;7;1;18;0;18;0;17;1;0;0;18;0;1;17;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUKKU;UHAIMATE;7;1;6;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUKKU;KALUKKU BARAT;28;2;26;2;2;0;2;0;2;0;2;0;1;0;1;0;1;1;2;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUKKU;PAMMULUKANG;23;16;7;4;3;0;2;1;11;5;11;5;13;1;1;1;2;14;0;16;OKTOBER
;SULAWESI BARAT;MAMUJU;BONEHAU;BONEHAU;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;BONEHAU;SALUTIWO;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;BONEHAU;BUTTUADA;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;BONEHAU;TAMALEA;7;11;-4;6;4;0;4;0;11;0;11;0;11;0;0;0;11;0;11;0;OKTOBER
;SULAWESI BARAT;MAMUJU;BONEHAU;LUMIKA;8;8;0;1;1;0;1;0;8;0;8;0;8;0;0;0;2;6;8;0;OKTOBER
;SULAWESI BARAT;MAMUJU;BONEHAU;MAPPU;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;BONEHAU;BANUADA;11;7;4;2;2;0;2;0;7;0;7;0;7;0;0;0;7;0;7;0;OKTOBER
;SULAWESI BARAT;MAMUJU;BONEHAU;HINUA;8;12;-4;7;5;0;5;0;12;0;12;0;3;0;9;0;12;0;10;2;OKTOBER
;SULAWESI BARAT;MAMUJU;BONEHAU;KINATANG;5;12;-7;6;4;0;4;0;12;0;12;0;8;3;1;0;0;12;0;12;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUMPANG;KALUMPANG;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUMPANG;KARATAUN;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUMPANG;KARAMA;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUMPANG;SIRAUN;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUMPANG;TUMOGA;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUMPANG;SALUMAKKI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUMPANG;POLIO;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUMPANG;LIMBONG;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUMPANG;SANDAPANG;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUMPANG;KONDO BULO;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUMPANG;MAKKALIKI;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUMPANG;BATU MAKKADA;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KALUMPANG;LASA';3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KEP. BALA BALAKANG;BALA BALAKANG;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;KEP. BALA BALAKANG;BALA-BALAKANG TIMUR;4;2;2;1;1;0;0;1;2;0;2;0;0;0;2;0;0;2;0;2;OKTOBER
;SULAWESI BARAT;MAMUJU;SAMPAGA;BUNDE;30;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;SAMPAGA;KALONDING;19;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;SAMPAGA;TARAILU;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;SAMPAGA;SAMPAGA;25;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
;SULAWESI BARAT;MAMUJU;SAMPAGA;TANAMBUAH;4;4;0;2;2;0;2;0;4;0;4;0;4;0;0;0;1;3;0;4;OKTOBER
;SULAWESI BARAT;MAMUJU;SAMPAGA;SALUBARANA;3;1;2;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;OKTOBER
;SULAWESI BARAT;MAMUJU;SAMPAGA;LOSSO;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OKTOBER
