;PROVINSI;KABUPATEN;KECAMATAN;KODE;KELURAHAN;JUMLAH KELUARGA;JUMLAH KELUARGA SASARAN;KESEJAHTERAAN 1;KESEJAHTERAAN 2;KESEJAHTERAAN 3;KESEJAHTERAAN 4;KESEJAHTERAAN > 4;JUMLAH KRS;JUMLAH TIDAK BERESIKO;PUNYA BADUTA;PUNYA BALITA;PUS;PUS HAMIL;SUMBER AIR MINUM TIDAK LAYAK;JAMBAN TIDAK LAYAK;TERLALU MUDA;TERLALU TUA;TERLALU DEKAT;TERLALU BANYAK;PUS 4T;BUKAN PESERTA KB MODERN;PERIODE
289;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;1001;PAPPANG;915;440;13;16;17;16;85;147;293;58;95;435;23;6;40;3;94;5;161;210;285;Sem 2 2024
290;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2002;LALIKO;806;523;65;41;30;13;42;191;332;75;169;521;9;7;35;7;130;11;248;307;294;Sem 2 2024
291;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2003;BONDE;1245;557;29;33;28;27;68;185;372;47;113;556;10;3;31;2;151;9;205;295;340;Sem 2 2024
292;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2004;KATUMBANGAN LEMO;1012;570;37;20;13;10;121;201;369;43;112;559;18;16;111;7;117;6;164;248;320;Sem 2 2024
293;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2005;PANYAMPA;946;578;16;17;10;3;233;279;299;106;160;574;25;4;177;15;149;11;226;307;352;Sem 2 2024
294;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2006;SURUANG;586;293;46;12;13;5;22;98;195;54;79;291;14;0;62;3;60;8;113;146;119;Sem 2 2024
295;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2007;LAMPOKO;1016;662;84;40;26;14;31;195;467;81;174;656;29;10;51;6;143;12;223;318;315;Sem 2 2024
296;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2008;KATUMBANGAN;1209;689;41;30;25;11;38;145;544;77;181;687;37;21;21;11;154;4;215;313;311;Sem 2 2024
297;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2009;LAPEO;925;514;11;16;12;11;94;144;370;54;138;511;14;1;5;6;111;14;200;268;298;Sem 2 2024
298;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2010;PARAPPE;1240;704;40;19;12;3;196;270;434;76;187;694;13;11;52;8;150;10;263;348;471;Sem 2 2024
299;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2011;ONGKO;519;277;22;20;27;17;37;123;154;24;65;274;28;77;70;5;66;5;71;120;134;Sem 2 2024
300;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2012;KENJE;963;515;37;36;30;18;78;199;316;75;136;511;12;27;11;16;121;11;167;257;356;Sem 2 2024
301;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2013;SUMARRANG;1475;908;109;60;38;14;86;307;601;112;215;902;24;19;157;24;190;9;283;423;435;Sem 2 2024
302;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2014;BOTTO;680;456;31;21;18;5;25;100;356;15;99;451;33;11;16;5;108;5;154;219;161;Sem 2 2024
303;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2015;GATTUNGAN;549;356;18;13;8;2;45;86;270;56;94;354;10;0;21;13;88;5;110;173;163;Sem 2 2024
304;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2016;PADANG TIMUR;472;256;36;24;29;18;33;140;116;27;60;255;10;84;38;6;60;7;106;149;111;Sem 2 2024
305;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2017;PADANG;355;180;1;5;5;2;61;74;106;21;39;179;4;4;42;2;29;3;34;60;119;Sem 2 2024
306;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2018;LAGI-AGI;769;431;11;3;7;4;27;52;379;41;119;426;14;0;11;5;106;5;152;216;108;Sem 2 2024
307;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;1001;LIMBORO;621;256;44;28;27;22;52;173;83;45;59;256;10;150;35;5;70;6;111;152;133;Sem 2 2024
308;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2002;LEMBANG LEMBANG;851;377;50;58;38;33;60;239;138;39;88;377;10;205;46;0;102;8;158;218;136;Sem 2 2024
309;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2003;TANDASURA;417;230;25;30;18;10;16;99;131;28;63;226;5;9;82;0;55;5;88;115;62;Sem 2 2024
310;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2004;SAMASUNDU;498;214;24;4;13;5;7;53;161;20;49;213;9;31;13;0;44;6;95;125;52;Sem 2 2024
311;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2005;NAPO;592;298;45;23;12;9;24;113;185;39;86;296;5;15;58;1;69;5;120;152;115;Sem 2 2024
312;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2006;TODANG TODANG;241;115;39;27;12;8;13;99;16;14;32;114;1;94;9;0;28;4;46;65;70;Sem 2 2024
313;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2007;PENDULANGAN;198;111;27;6;6;4;10;53;58;6;44;108;2;7;27;2;19;2;47;59;43;Sem 2 2024
314;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2008;RENGGEANG;420;208;35;32;19;9;23;118;90;30;53;208;10;92;12;3;54;3;73;103;77;Sem 2 2024
315;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2009;SALARRI;256;153;22;15;11;3;11;62;91;19;53;150;1;28;13;0;30;2;58;73;79;Sem 2 2024
316;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2010;TANGAN BARU;332;169;30;15;12;6;23;86;83;23;28;169;5;16;48;2;42;3;62;93;76;Sem 2 2024
317;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2011;PALECE;438;204;33;30;27;12;47;149;55;38;50;202;3;141;11;1;53;6;85;123;64;Sem 2 2024
318;SULAWESI BARAT;POLEWALI MANDAR;LUYO;1004;BATUPANGA;872;536;81;61;43;21;52;258;278;37;108;534;17;53;190;8;126;6;143;235;246;Sem 2 2024
319;SULAWESI BARAT;POLEWALI MANDAR;LUYO;2001;MAMBU;698;444;21;11;10;3;21;66;378;66;124;443;0;3;10;11;98;3;136;194;160;Sem 2 2024
320;SULAWESI BARAT;POLEWALI MANDAR;LUYO;2002;TENGGELANG;964;589;59;57;63;25;69;273;316;51;148;587;5;29;205;10;140;10;213;297;221;Sem 2 2024
321;SULAWESI BARAT;POLEWALI MANDAR;LUYO;2003;BARU;1098;644;32;28;25;18;52;155;489;83;140;638;59;20;44;11;144;13;268;340;251;Sem 2 2024
322;SULAWESI BARAT;POLEWALI MANDAR;LUYO;2005;PUSSUI;536;324;16;10;12;4;13;55;269;31;77;322;0;10;12;8;80;6;115;170;112;Sem 2 2024
323;SULAWESI BARAT;POLEWALI MANDAR;LUYO;2006;MAPILI BARAT;777;414;11;14;17;15;28;85;329;45;127;410;24;2;6;3;92;13;184;232;169;Sem 2 2024
324;SULAWESI BARAT;POLEWALI MANDAR;LUYO;2007;SAMBALI WALI;702;416;59;42;25;15;31;172;244;48;85;414;12;31;130;8;97;5;127;202;152;Sem 2 2024
325;SULAWESI BARAT;POLEWALI MANDAR;LUYO;2008;BATUPANGA DAALA;766;472;105;44;28;16;6;199;273;16;106;470;39;106;96;5;103;8;191;249;124;Sem 2 2024
326;SULAWESI BARAT;POLEWALI MANDAR;LUYO;2009;LUYO;550;339;25;24;8;13;26;96;243;39;70;338;1;41;36;5;84;2;122;168;106;Sem 2 2024
327;SULAWESI BARAT;POLEWALI MANDAR;LUYO;2010;PUSSUI BARAT;340;228;58;32;18;9;37;154;74;28;65;226;0;84;105;9;35;4;88;110;79;Sem 2 2024
328;SULAWESI BARAT;POLEWALI MANDAR;LUYO;2011;PUCCADI;502;306;12;5;11;3;18;49;257;15;52;305;20;2;10;2;75;3;115;162;83;Sem 2 2024
329;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;1001;MAPILI;525;306;9;10;10;11;32;72;234;28;63;306;9;0;6;2;78;0;123;171;140;Sem 2 2024
330;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2002;UGIBARU;735;409;19;16;23;20;59;137;272;45;96;408;29;9;27;6;110;4;165;239;213;Sem 2 2024
331;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2003;RUMPA;887;525;43;29;47;26;113;258;267;50;97;518;15;9;117;8;107;8;134;232;361;Sem 2 2024
332;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2005;KURMA;968;584;41;35;32;18;38;164;420;50;138;581;19;77;13;5;124;11;230;301;203;Sem 2 2024
333;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2007;BUKU;641;351;20;17;16;11;10;74;277;14;67;349;1;14;19;5;72;3;132;177;99;Sem 2 2024
334;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2009;BONNE BONNE;536;276;5;13;5;9;27;59;217;20;56;275;11;8;8;4;70;2;103;147;124;Sem 2 2024
335;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2011;BEROANGIN;565;393;14;15;11;8;65;113;280;48;114;388;14;25;23;14;72;8;115;172;166;Sem 2 2024
336;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2015;SEGERANG;405;234;14;12;6;3;10;45;189;15;60;234;0;4;28;3;48;1;71;104;45;Sem 2 2024
337;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2016;BONRA;813;435;42;34;23;22;29;150;285;15;99;434;31;24;54;4;111;6;164;228;201;Sem 2 2024
338;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2017;SATTOKO;174;112;11;4;2;1;2;20;92;18;30;112;0;0;10;1;24;2;28;42;28;Sem 2 2024
339;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2018;RAPPANG BARAT;765;473;8;8;10;11;10;47;426;35;130;469;16;1;16;0;102;2;163;224;127;Sem 2 2024
340;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2019;LANDI KANUSUANG;943;629;57;31;33;16;175;312;317;71;133;625;5;203;86;21;127;8;156;256;289;Sem 2 2024
341;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;1001;MATAKALI;947;584;10;17;17;18;34;96;488;35;127;581;3;6;23;3;149;3;176;272;178;Sem 2 2024
342;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2002;PETAMPANUA;1310;770;25;33;46;50;105;259;511;8;110;768;0;9;177;2;193;4;241;376;213;Sem 2 2024
343;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2003;BARUMBUNG;658;424;18;14;17;16;29;94;330;53;122;422;2;9;25;2;112;10;144;213;154;Sem 2 2024
344;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2004;PASIANG;1128;723;22;45;29;11;47;154;569;77;153;720;2;24;79;10;164;8;235;342;201;Sem 2 2024
345;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2005;TONROLIMA;777;484;21;26;15;15;31;108;376;61;109;481;3;24;22;4;126;7;144;230;178;Sem 2 2024
346;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2006;INDOMAKKOMBONG;1017;618;11;27;24;16;32;110;508;48;152;614;1;30;33;6;150;6;138;255;135;Sem 2 2024
347;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2007;BUNGA-BUNGA;358;241;9;7;5;2;15;38;203;26;65;237;1;3;14;1;58;6;83;118;73;Sem 2 2024
348;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;1001;MATANGNGA;206;127;1;3;1;2;9;16;111;15;27;126;0;2;8;1;24;2;24;45;20;Sem 2 2024
349;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2002;LILLI;200;146;2;4;1;2;5;14;132;12;27;146;4;1;4;6;24;0;29;53;27;Sem 2 2024
350;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2003;RANGOAN;203;137;15;3;8;2;6;34;103;7;18;136;3;22;12;1;34;0;30;55;36;Sem 2 2024
351;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2004;TAPUA;329;226;83;20;8;3;25;139;87;15;61;226;1;111;43;6;61;1;68;108;44;Sem 2 2024
352;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2005;MAMBU TAPUA;180;123;8;6;1;1;9;25;98;12;28;122;5;15;10;5;21;2;21;41;20;Sem 2 2024
353;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2006;BA'BA TAPUA;124;100;11;20;9;3;19;62;38;18;29;100;2;57;21;4;22;3;16;36;19;Sem 2 2024
354;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2007;KATIMBANG;160;121;10;9;4;0;9;32;89;19;24;121;3;27;2;4;24;1;32;52;16;Sem 2 2024
355;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1001;POLEWALI;1552;933;8;22;26;30;96;182;751;98;228;930;26;8;41;7;210;16;338;466;326;Sem 2 2024
356;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1002;WATTANG;996;533;1;1;5;7;67;81;452;54;130;531;2;0;10;3;132;10;213;288;192;Sem 2 2024
357;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1003;SULEWATANG;1048;600;44;47;14;21;41;167;433;40;157;599;1;48;102;4;154;9;225;319;123;Sem 2 2024
358;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1004;LANTORA;1365;765;10;16;18;19;87;150;615;64;175;764;2;3;26;5;184;13;265;382;304;Sem 2 2024
359;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1005;TAKATIDUNG;1511;914;38;34;38;24;112;246;668;96;243;911;18;0;159;8;224;15;330;447;289;Sem 2 2024
360;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1006;PEKKABATA;1179;656;0;1;8;12;89;110;546;51;97;655;9;2;2;3;141;10;228;314;277;Sem 2 2024
361;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1007;MADATE;2024;1181;41;37;29;44;249;400;781;66;271;1179;13;39;224;6;306;22;422;602;494;Sem 2 2024
362;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1008;MANDING;1096;806;17;18;20;17;75;147;659;91;207;802;21;23;43;11;213;11;291;424;244;Sem 2 2024
363;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1009;DARMA;1967;1131;9;11;21;14;54;109;1022;96;249;1124;19;11;9;8;290;13;445;610;257;Sem 2 2024
364;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;1001;PELITAKAN;526;290;5;16;24;9;48;102;188;13;74;287;0;61;12;0;69;3;87;134;126;Sem 2 2024
365;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2002;TAPANGO;658;431;21;21;20;13;48;123;308;26;89;429;0;7;55;2;101;5;103;183;180;Sem 2 2024
366;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2003;RAPPANG;589;372;34;21;19;13;18;105;267;41;93;371;2;19;62;6;90;8;100;165;105;Sem 2 2024
367;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2004;DAKKA;544;355;10;9;8;3;15;45;310;32;74;355;8;1;16;2;89;1;92;161;103;Sem 2 2024
368;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2005;BATU;311;182;19;15;6;4;6;50;132;15;36;182;1;39;15;5;43;0;38;74;33;Sem 2 2024
369;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2006;RISO;551;340;26;19;12;6;10;73;267;10;66;339;3;12;46;3;90;1;97;157;88;Sem 2 2024
370;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2007;PALATTA;403;262;11;15;12;12;23;73;189;8;65;261;3;14;39;1;71;2;69;118;77;Sem 2 2024
371;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2008;TAPANGO BARAT;474;317;21;16;30;15;26;108;209;35;89;316;0;45;42;2;56;2;94;130;107;Sem 2 2024
372;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2009;KURRAK;163;102;7;6;4;5;11;33;69;3;23;102;6;7;24;3;33;0;25;45;21;Sem 2 2024
373;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2010;BUSSU;347;220;0;0;2;0;10;12;208;28;60;219;0;1;3;7;49;0;68;103;34;Sem 2 2024
374;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2011;TUTTULA;254;185;6;5;5;6;3;25;160;20;48;185;3;10;4;1;34;2;55;74;44;Sem 2 2024
375;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2012;JAMBU MALEA;473;316;11;12;10;6;11;50;266;32;94;316;1;17;13;6;64;8;115;155;79;Sem 2 2024
376;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2013;KALIMBUA;385;272;14;11;4;3;6;38;234;18;63;271;5;3;22;9;63;0;55;109;63;Sem 2 2024
377;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2014;BANATO REJO;665;434;10;15;30;22;26;103;331;30;89;433;5;80;34;5;71;1;67;125;58;Sem 2 2024
378;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;1001;TINAMBUNG;1044;440;12;18;30;20;171;251;189;54;95;440;4;174;15;2;124;6;164;250;248;Sem 2 2024
379;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2002;KARAMA;1353;752;33;54;47;34;88;256;496;63;204;752;31;33;143;13;171;15;297;400;237;Sem 2 2024
380;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2003;TANGNGA TANGNGA;869;471;91;97;85;51;110;434;37;54;145;468;0;415;74;1;109;11;193;252;223;Sem 2 2024
381;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2004;LEKOPADIS;678;342;55;48;40;24;93;260;82;50;106;340;11;233;17;3;86;10;144;188;196;Sem 2 2024
382;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2005;GALUNG LOMBOK;662;342;30;39;33;8;37;147;195;48;90;340;8;91;25;5;65;4;137;167;182;Sem 2 2024
383;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2006;TANDUNG;533;287;31;40;38;22;64;195;92;30;87;284;3;161;40;0;80;3;140;181;131;Sem 2 2024
384;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2007;BATULAYA;490;239;11;7;6;10;19;53;186;33;70;238;10;16;25;2;57;7;98;129;69;Sem 2 2024
385;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2008;SEPABATU;623;286;43;42;22;29;84;220;66;36;81;285;3;186;41;4;78;8;106;151;160;Sem 2 2024
386;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;1001;TARAMANU;408;295;109;45;18;15;15;202;93;9;44;293;12;83;148;4;78;1;106;146;81;Sem 2 2024
387;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2002;AMBOPADANG;414;376;9;8;9;9;28;63;313;17;62;376;13;27;11;8;91;1;86;156;80;Sem 2 2024
388;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2003;TUBBI;294;212;12;4;5;3;4;28;184;0;36;212;0;3;10;3;49;0;91;112;52;Sem 2 2024
389;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2004;RATTE;382;319;134;27;11;7;2;181;138;0;35;318;12;115;99;2;61;0;133;165;121;Sem 2 2024
390;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2005;BESOANGIN;244;185;30;6;5;3;0;44;141;7;35;185;4;0;29;2;52;1;76;102;57;Sem 2 2024
391;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2006;PIRIANG TAPIKO;272;210;79;37;18;9;8;151;59;5;30;209;1;141;16;1;38;4;81;103;60;Sem 2 2024
392;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2007;PEBURRU;429;314;23;18;14;4;11;70;244;9;76;313;11;48;4;5;77;2;87;139;82;Sem 2 2024
393;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2008;TALOBA;213;151;12;7;2;0;0;21;130;11;46;151;4;6;0;1;29;4;86;95;39;Sem 2 2024
394;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2009;POLLEWANI;609;463;36;16;13;8;22;95;368;38;99;461;0;2;43;10;85;2;141;196;143;Sem 2 2024
395;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2010;ARABUA;238;179;5;3;4;2;8;22;157;18;35;179;9;10;14;4;43;2;54;85;30;Sem 2 2024
396;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2011;BESOANGIN UTARA;195;162;47;13;8;3;2;73;89;15;11;162;1;20;60;3;43;0;40;70;46;Sem 2 2024
397;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2012;PODA;326;219;40;11;7;5;6;69;150;11;69;217;0;26;34;1;57;3;99;127;57;Sem 2 2024
398;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2013;TARAMANU TUA;314;261;54;22;20;5;8;109;152;2;37;260;2;56;78;5;63;1;86;126;61;Sem 2 2024
399;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;1001;SIDODADI;2316;1247;0;10;15;19;346;390;857;128;268;1238;21;3;69;7;282;20;354;548;824;Sem 2 2024
400;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2002;SIDOREJO;1173;690;0;5;10;13;29;57;633;53;151;687;10;5;4;3;147;9;161;271;191;Sem 2 2024
401;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2003;SUMBEREJO;1325;814;1;5;12;15;36;69;745;86;170;812;28;3;21;8;174;5;126;275;170;Sem 2 2024
402;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2004;BUMIAYU;1215;638;1;1;7;5;51;65;573;69;125;634;3;4;5;4;141;3;82;195;243;Sem 2 2024
403;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2005;KEBUNSARI;705;395;0;1;2;8;16;27;368;50;72;394;6;3;1;1;72;3;39;103;81;Sem 2 2024
404;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2006;BANUA BARU;552;311;1;4;2;5;20;32;279;34;60;311;7;0;5;1;82;4;99;153;81;Sem 2 2024
405;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2007;NEPO;718;451;26;17;18;16;41;118;333;34;128;449;16;17;64;7;93;5;136;200;153;Sem 2 2024
406;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2008;SUGIHWARAS;1427;869;4;12;19;25;40;100;769;77;173;865;16;2;45;3;181;4;211;349;216;Sem 2 2024
407;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2009;CAMPURJO;888;495;9;14;19;12;76;130;365;66;119;495;9;2;16;3;153;9;135;242;250;Sem 2 2024
408;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2010;BUMIMULYO;483;327;2;0;1;2;12;17;310;30;79;327;3;4;0;2;78;2;55;117;65;Sem 2 2024
409;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2011;TUMPILING;696;408;4;4;10;4;29;51;357;47;111;405;10;3;3;6;101;2;101;177;128;Sem 2 2024
410;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2012;BAKKA-BAKKA;516;310;9;17;22;7;23;78;232;35;85;309;7;7;48;4;76;5;96;149;86;Sem 2 2024
411;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2013;ARJO SARI;614;410;2;4;2;6;13;27;383;28;87;409;8;1;6;8;89;0;68;146;92;Sem 2 2024
412;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2014;GALESON;835;479;7;6;11;7;21;52;427;52;147;477;5;4;17;4;130;3;133;212;105;Sem 2 2024
413;SULAWESI BARAT;MAMASA;MAMASA;1001;MAMASA;831;518;0;0;0;1;58;59;459;45;112;516;6;0;1;0;143;4;184;270;141;Sem 2 2024
414;SULAWESI BARAT;MAMASA;MAMASA;2002;RAMBUSARATU;496;322;2;5;4;3;12;26;296;27;82;317;0;5;19;0;81;1;103;145;41;Sem 2 2024
415;SULAWESI BARAT;MAMASA;MAMASA;2003;OSANGO;972;621;0;1;0;0;124;125;496;31;145;620;3;36;41;3;177;4;209;327;173;Sem 2 2024
416;SULAWESI BARAT;MAMASA;MAMASA;2004;LAMBANAN;460;272;28;24;21;10;38;121;151;19;63;272;0;32;106;3;61;1;96;137;39;Sem 2 2024
417;SULAWESI BARAT;MAMASA;MAMASA;2005;LEMBANA SALULO;236;138;4;5;8;6;30;53;85;14;34;137;2;1;45;3;33;1;29;51;45;Sem 2 2024
418;SULAWESI BARAT;MAMASA;MAMASA;2006;TAUPE;471;325;42;45;23;25;107;242;83;24;88;323;0;22;241;5;80;3;87;147;62;Sem 2 2024
419;SULAWESI BARAT;MAMASA;MAMASA;2007;BUNTU BUDA;778;451;0;0;0;1;100;101;350;56;96;449;0;13;27;3;104;2;122;191;175;Sem 2 2024
420;SULAWESI BARAT;MAMASA;MAMASA;2008;TONDOK BAKARU;553;363;7;7;4;3;24;45;318;28;88;362;0;10;25;1;93;4;104;163;69;Sem 2 2024
421;SULAWESI BARAT;MAMASA;MAMASA;2009;PEBASSIAN;211;125;2;3;6;1;37;49;76;9;37;124;1;1;46;2;30;1;25;49;20;Sem 2 2024
422;SULAWESI BARAT;MAMASA;MAMASA;2010;MAMBULILING;252;167;7;3;5;5;18;38;129;12;41;167;0;13;26;0;35;1;43;60;37;Sem 2 2024
423;SULAWESI BARAT;MAMASA;MAMASA;2011;BOMBONG LAMBE;399;251;5;4;7;4;121;141;110;30;59;250;4;9;126;1;75;5;82;123;81;Sem 2 2024
424;SULAWESI BARAT;MAMASA;MAMASA;2012;BUBUN BATU;246;157;2;1;7;8;33;51;106;5;19;157;0;3;39;1;45;0;41;72;23;Sem 2 2024
425;SULAWESI BARAT;MAMASA;ARALLE;1001;ARALLE;239;151;0;1;6;2;54;63;88;10;39;151;1;15;51;0;42;1;62;84;33;Sem 2 2024
426;SULAWESI BARAT;MAMASA;ARALLE;2003;RALLE ANAK;76;51;0;0;0;0;2;2;49;7;6;51;4;1;0;1;8;0;22;26;9;Sem 2 2024
427;SULAWESI BARAT;MAMASA;ARALLE;2004;PANETEAN;159;94;0;1;1;2;8;12;82;5;25;93;0;0;6;0;22;1;29;39;17;Sem 2 2024
428;SULAWESI BARAT;MAMASA;ARALLE;2005;UHAILANU;206;146;12;4;4;6;15;41;105;21;46;145;3;17;16;0;32;1;60;71;50;Sem 2 2024
429;SULAWESI BARAT;MAMASA;ARALLE;2007;ARALLE UTARA;174;118;1;1;0;0;2;4;114;8;27;116;0;2;3;0;33;2;32;56;15;Sem 2 2024
430;SULAWESI BARAT;MAMASA;ARALLE;2009;UHAIDAHO;152;112;10;11;5;4;20;50;62;10;29;112;0;38;5;4;21;2;63;71;45;Sem 2 2024
431;SULAWESI BARAT;MAMASA;ARALLE;2010;BARURU;198;115;4;9;9;3;28;53;62;5;31;115;0;0;52;0;24;0;30;47;18;Sem 2 2024
432;SULAWESI BARAT;MAMASA;ARALLE;2015;RALLEANAK UTARA;96;61;5;6;6;3;8;28;33;3;5;61;0;25;5;0;19;0;28;35;16;Sem 2 2024
433;SULAWESI BARAT;MAMASA;ARALLE;2016;PAMOSEANG PANGGA;70;64;8;2;2;0;9;21;43;9;15;64;1;12;12;3;13;0;30;39;21;Sem 2 2024
434;SULAWESI BARAT;MAMASA;ARALLE;2017;KALABE;132;80;0;1;0;0;2;3;77;0;25;78;0;0;1;0;13;0;33;36;10;Sem 2 2024
