;PROVINSI;KABUPATEN;KECAMATAN;KODE;KELURAHAN;JUMLAH KELUARGA;JUMLAH KELUARGA SASARAN;KESEJAHTERAAN 1;KESEJAHTERAAN 2;KESEJAHTERAAN 3;KESEJAHTERAAN 4;KESEJAHTERAAN > 4;JUMLAH KRS;JUMLAH TIDAK BERESIKO;PUNYA BADUTA;PUNYA BALITA;PUS;PUS HAMIL;SUMBER AIR MINUM TIDAK LAYAK;JAMBAN TIDAK LAYAK;TERLALU MUDA;TERLALU TUA;TERLALU DEKAT;TERLALU BANYAK;PUS 4T;BUKAN PESERTA KB MODERN;PERIODE
588;SULAWESI BARAT;MAMASA;TANDUK KALUA;2014;TALIMBUNG;204;123;1;4;13;15;28;61;62;8;22;123;0;0;59;1;29;1;27;51;21;Sem 2 2024
589;SULAWESI BARAT;MAMASA;TANDUK KALUA;2015;KANAN;253;162;20;10;6;2;11;49;113;16;32;162;1;14;36;0;46;0;50;73;39;Sem 2 2024
590;SULAWESI BARAT;MAMASA;TAWALIAN;1001;TAWALIAN;655;373;4;7;17;18;89;135;238;11;54;373;0;38;101;1;116;4;126;204;99;Sem 2 2024
591;SULAWESI BARAT;MAMASA;TAWALIAN;2002;TAWALIAN TIMUR;434;238;8;9;23;22;109;171;67;7;44;238;0;23;164;0;50;1;81;113;52;Sem 2 2024
592;SULAWESI BARAT;MAMASA;TAWALIAN;2003;KARIANGO;425;260;4;4;7;10;82;107;153;0;15;260;0;1;94;2;65;1;73;120;33;Sem 2 2024
593;SULAWESI BARAT;MAMASA;TAWALIAN;2004;RANTETANGNGA;377;202;2;2;5;5;27;41;161;18;63;201;0;17;20;2;41;1;69;90;40;Sem 2 2024
594;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2001;MAHAHE;827;528;0;0;0;1;78;79;449;51;123;525;13;12;12;5;133;9;138;234;157;Sem 2 2024
595;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2002;SALOBAJA;894;581;2;3;3;2;59;69;512;84;149;579;8;4;15;11;105;4;99;184;190;Sem 2 2024
596;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2003;TOBADAK;2725;1946;4;10;13;19;501;547;1399;215;484;1938;35;162;221;26;435;25;522;822;669;Sem 2 2024
597;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2004;PALONGAAN;728;446;1;2;8;6;158;175;271;55;112;446;14;100;64;4;108;5;102;187;130;Sem 2 2024
598;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2005;BATU PARIGI;1646;1074;22;26;23;34;345;450;624;113;212;1069;18;290;121;14;242;6;296;461;378;Sem 2 2024
599;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2006;BAMBADARU;435;257;1;1;4;1;42;49;208;35;55;256;10;39;5;6;59;1;73;109;44;Sem 2 2024
600;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2007;SEJATI;331;196;2;5;2;0;14;23;173;45;50;196;9;3;12;3;31;1;73;88;35;Sem 2 2024
601;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2008;SALOADAK;619;397;2;2;3;1;83;91;306;52;75;395;7;58;27;7;78;2;89;143;135;Sem 2 2024
602;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2001;POLO PANGALE;498;341;6;5;3;3;16;33;308;11;92;340;1;0;10;4;81;4;69;137;81;Sem 2 2024
603;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2002;PANGALE;576;355;12;8;7;4;50;81;274;41;87;351;4;15;22;12;70;4;111;166;135;Sem 2 2024
604;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2003;SARTANAMAJU;179;122;14;9;3;1;10;37;85;16;48;122;0;5;27;0;21;3;31;44;28;Sem 2 2024
605;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2004;POLO LERENG;531;317;7;9;8;6;26;56;261;30;94;316;5;9;19;5;72;3;80;131;78;Sem 2 2024
606;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2005;KUO;932;559;0;2;2;5;40;49;510;61;119;556;5;1;5;2;119;5;117;202;151;Sem 2 2024
607;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2006;POLO CAMBA;315;207;4;2;1;6;24;37;170;21;55;207;2;0;21;0;42;4;45;77;65;Sem 2 2024
608;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2007;LAMBA-LAMBA;270;195;3;9;4;2;10;28;167;13;64;195;13;0;3;2;40;4;60;87;59;Sem 2 2024
609;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2008;KOMBILING;659;441;17;14;10;14;51;106;335;44;126;440;0;16;56;6;91;5;154;211;101;Sem 2 2024
610;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2009;LEMO-LEMO;312;192;2;2;2;2;14;22;170;32;47;190;1;0;1;3;46;6;38;73;59;Sem 2 2024
611;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2001;BABANA;1740;1263;28;27;33;44;298;430;833;136;342;1257;16;16;169;16;287;13;428;595;672;Sem 2 2024
612;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2002;LUMU;712;452;8;1;1;4;112;126;326;65;127;446;12;24;23;13;108;11;175;234;210;Sem 2 2024
613;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2003;PONTANAKAYANG;937;641;4;7;11;19;520;561;80;47;151;638;5;544;135;9;142;3;131;237;226;Sem 2 2024
614;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2004;SALOGATTA;1149;807;5;2;6;10;211;234;573;74;204;805;4;161;6;8;189;10;167;306;272;Sem 2 2024
615;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2005;KIRE;591;363;21;24;18;11;53;127;236;21;74;363;0;45;44;5;93;5;141;198;111;Sem 2 2024
616;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2006;TINALI;475;322;14;9;4;6;38;71;251;30;87;322;9;44;6;5;79;2;79;130;71;Sem 2 2024
617;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2007;SALUMANURUNG;472;336;14;9;14;6;38;81;255;45;99;336;7;14;9;4;76;5;85;134;171;Sem 2 2024
618;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2008;PASAPA;328;241;42;18;5;7;17;89;152;18;49;239;0;58;62;2;51;2;87;112;40;Sem 2 2024
619;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2009;BOJO;497;344;3;2;5;2;73;85;259;28;75;344;0;39;43;3;75;2;104;152;49;Sem 2 2024
620;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2010;BARAKKANG;386;289;14;9;10;14;35;82;207;16;56;289;1;31;28;4;59;1;113;141;97;Sem 2 2024
621;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2011;LEMBAH HADA;159;120;6;10;8;8;18;50;70;4;13;119;0;44;7;3;31;0;30;57;35;Sem 2 2024
622;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2001;BUDONG-BUDONG;572;403;7;7;4;8;53;79;324;50;100;399;2;32;12;7;92;10;142;206;118;Sem 2 2024
623;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2002;TOPOYO;2500;1801;1;3;10;13;361;388;1413;131;366;1790;11;1;1;9;468;20;451;787;974;Sem 2 2024
624;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2003;TUMBU;687;478;17;16;20;10;34;97;381;22;131;477;12;14;49;2;107;10;190;256;105;Sem 2 2024
625;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2004;KABUBU;641;440;2;0;4;4;36;46;394;73;113;439;9;1;0;2;98;10;106;167;159;Sem 2 2024
626;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2005;WAEPUTEH;514;366;3;0;3;4;22;32;334;26;99;366;4;1;6;1;97;1;65;140;75;Sem 2 2024
627;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2006;TANGKOU;319;216;0;0;0;2;18;20;196;23;53;213;3;0;1;4;43;0;45;77;67;Sem 2 2024
628;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2007;TABOLANG;945;710;9;9;14;13;84;129;581;106;211;705;2;0;47;11;138;8;210;299;222;Sem 2 2024
629;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2008;PARAILI;321;260;0;3;3;1;14;21;239;25;74;259;5;3;7;1;49;4;69;102;42;Sem 2 2024
630;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2009;SALUPANGKANG;998;612;0;1;3;7;43;54;558;70;165;607;6;24;9;8;144;4;82;205;120;Sem 2 2024
631;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2010;SALUPANGKANG IV;128;89;4;0;0;3;6;13;76;10;36;89;2;1;4;0;18;0;24;33;22;Sem 2 2024
632;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2011;TAPPILINA;449;263;0;0;0;2;31;33;230;23;75;262;11;10;4;3;44;4;45;85;105;Sem 2 2024
633;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2012;BAMBAMANURUNG;351;224;1;1;0;0;22;24;200;23;51;224;3;0;3;2;55;3;45;85;73;Sem 2 2024
634;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2013;SALULEKBO;837;593;91;58;31;15;152;347;246;16;96;593;0;160;251;3;143;4;171;266;185;Sem 2 2024
635;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2014;PANGALLOANG;510;372;13;8;17;5;76;119;253;50;110;372;4;60;44;14;83;8;121;180;132;Sem 2 2024
636;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2015;SINABATTA;247;184;7;14;3;6;20;50;134;22;52;183;4;24;3;3;39;3;68;87;61;Sem 2 2024
637;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2001;KAROSSA;1680;1203;13;19;30;25;212;299;904;126;265;1197;16;3;19;16;330;13;458;649;571;Sem 2 2024
638;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2002;TASOKKO;1090;755;83;30;36;16;104;269;486;85;226;753;13;50;162;11;173;24;351;438;243;Sem 2 2024
639;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2003;LARA;469;306;25;21;4;16;57;123;183;30;66;305;3;0;62;3;74;6;119;158;177;Sem 2 2024
640;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2004;KADAILA;495;307;3;4;8;6;20;41;266;43;77;306;4;0;14;1;56;4;81;113;100;Sem 2 2024
641;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2005;KAYU CALLA;209;127;2;0;2;0;3;7;120;18;32;127;0;0;2;7;21;0;20;42;19;Sem 2 2024
642;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2006;LEMBAH HOPO;292;210;16;9;2;5;30;62;148;34;82;210;2;15;28;7;44;5;92;118;61;Sem 2 2024
643;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2007;BENGGAULU;625;460;11;11;8;9;100;139;321;64;127;460;9;42;32;14;87;8;130;197;192;Sem 2 2024
644;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2008;SUKA MAJU;340;247;17;5;5;3;22;52;195;41;75;247;0;0;8;6;54;7;89;125;85;Sem 2 2024
645;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2009;KAMBUNONG;618;423;53;13;17;15;46;144;279;57;126;421;0;13;112;3;81;6;191;223;110;Sem 2 2024
646;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2010;SALUBIRO;300;226;6;3;5;2;13;29;197;23;71;226;2;4;21;5;44;4;85;110;46;Sem 2 2024
647;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2011;SANJANGO;401;306;17;7;8;4;80;116;190;45;74;305;3;12;69;6;51;1;98;128;148;Sem 2 2024
